Passenger_ID,Sex,Age,Occupation,Frequent Flier
57812,M,70,Doctor,Yes
57813,F,54,Business,Yes
57814,M,63,Doctor,No
57815,M,39,Teaching,No
57816,M,28,Service,No
57817,M,83,Doctor,Yes
57818,M,44,Teaching,Yes
57819,F,56,Doctor,No
57820,F,63,Service,Yes
57821,F,33,Home Maker,No
57822,M,66,Doctor,Yes
57823,M,9,Home Maker,No
57824,M,6,Teaching,No
57825,M,53,Teaching,No
57826,F,35,Business,No
57827,M,35,Business,No
57828,M,53,Teaching,No
57829,M,76,Service,Yes
57830,F,44,Doctor,No
57831,F,61,Teaching,Yes
57832,M,70,Doctor,Yes
57833,F,64,Home Maker,Yes
57834,M,48,Service,Yes
57835,M,47,Teaching,No
57836,M,3,Business,No
57837,M,63,Service,No
57838,M,82,Service,Yes
57839,M,74,Business,No
57840,F,77,Teaching,No
57841,F,74,Business,Yes
57842,M,21,Home Maker,No
57843,F,19,Business,No
57844,F,7,Service,Yes
57845,F,1,Teaching,No
57846,F,16,Home Maker,Yes
57847,M,5,Teaching,No
57848,F,47,Doctor,Yes
57849,M,29,Business,Yes
57850,M,13,Doctor,Yes
57851,F,67,Doctor,Yes
57852,F,49,Business,Yes
57853,F,62,Teaching,Yes
57854,M,12,Doctor,No
57855,M,76,Doctor,No
57856,F,74,Business,Yes
57857,F,0,Home Maker,Yes
57858,M,76,Home Maker,Yes
57859,M,73,Business,Yes
57860,M,71,Business,No
57861,M,57,Home Maker,No
57862,M,54,Doctor,No
57863,F,78,Service,Yes
57864,F,61,Home Maker,Yes
57865,F,68,Home Maker,No
57866,M,31,Teaching,No
57867,M,72,Service,Yes
57868,M,49,Service,Yes
57869,M,65,Home Maker,Yes
57870,M,68,Business,Yes
57871,F,18,Business,Yes
57872,M,75,Service,No
57873,F,56,Doctor,No
57874,F,76,Doctor,Yes
57875,M,44,Doctor,No
57876,F,23,Business,No
57877,M,53,Service,No
57878,F,37,Doctor,Yes
57879,M,27,Doctor,Yes
57880,M,16,Teaching,No
57881,F,1,Teaching,No
57882,M,52,Teaching,Yes
57883,M,59,Doctor,No
57884,M,5,Home Maker,No
57885,M,2,Home Maker,No
57886,F,58,Teaching,Yes
57887,M,65,Doctor,Yes
57888,M,53,Doctor,Yes
57889,F,18,Teaching,No
57890,F,11,Business,No
57891,F,44,Business,No
57892,F,3,Home Maker,Yes
57893,F,0,Doctor,Yes
57894,F,14,Teaching,Yes
57895,M,20,Business,No
57896,F,61,Business,Yes
57897,F,32,Home Maker,No
57898,M,1,Home Maker,No
57899,F,26,Doctor,No
57900,F,30,Service,No
57901,M,40,Home Maker,No
57902,M,35,Teaching,No
57903,F,64,Home Maker,No
57904,F,55,Teaching,No
57905,M,67,Teaching,No
57906,M,23,Business,No
57907,M,11,Business,No
57908,M,47,Home Maker,No
57909,M,48,Home Maker,Yes
57910,M,47,Business,Yes
57911,F,65,Teaching,No
57912,F,75,Business,No
57913,M,68,Teaching,Yes
57914,M,54,Home Maker,Yes
57915,M,0,Business,Yes
57916,F,18,Service,No
57917,M,29,Business,No
57918,M,55,Service,No
57919,F,64,Doctor,Yes
57920,F,28,Doctor,Yes
57921,F,13,Home Maker,No
57922,M,22,Home Maker,Yes
57923,F,32,Business,No
57924,F,1,Home Maker,No
57925,F,49,Teaching,Yes
57926,M,17,Business,No
57927,F,66,Teaching,Yes
57928,F,50,Service,No
57929,M,18,Doctor,Yes
57930,F,62,Teaching,No
57931,F,8,Home Maker,Yes
57932,F,64,Teaching,Yes
57933,M,70,Teaching,No
57934,M,30,Business,Yes
57935,F,27,Business,Yes
57936,M,76,Home Maker,No
57937,F,68,Teaching,Yes
57938,F,59,Doctor,No
57939,F,25,Teaching,No
57940,M,59,Business,Yes
57941,M,77,Doctor,Yes
57942,F,2,Teaching,Yes
57943,F,42,Service,No
57944,F,17,Home Maker,No
57945,F,63,Doctor,No
57946,F,40,Business,Yes
57947,M,40,Doctor,No
57948,F,46,Business,Yes
57949,F,29,Business,Yes
57950,F,15,Home Maker,Yes
57951,F,31,Doctor,No
57952,F,32,Home Maker,Yes
57953,F,0,Doctor,No
57954,F,0,Teaching,Yes
57955,F,82,Doctor,No
57956,M,77,Service,No
57957,M,59,Service,Yes
57958,M,14,Teaching,Yes
57959,M,83,Home Maker,No
57960,F,49,Doctor,No
57961,F,40,Home Maker,No
57962,F,28,Home Maker,No
57963,F,70,Doctor,No
57964,F,39,Teaching,No
57965,F,34,Teaching,No
57966,M,26,Service,No
57967,M,68,Business,Yes
57968,M,66,Doctor,No
57969,M,38,Teaching,Yes
57970,M,1,Service,Yes
57971,M,16,Business,Yes
57972,M,60,Home Maker,Yes
57973,M,19,Service,Yes
57974,M,71,Business,Yes
57975,F,30,Business,No
57976,M,74,Teaching,No
57977,F,36,Service,No
57978,M,18,Home Maker,No
57979,M,34,Business,No
57980,F,53,Service,No
57981,M,65,Business,No
57982,M,27,Home Maker,No
57983,M,24,Teaching,Yes
57984,F,24,Home Maker,Yes
57985,M,48,Business,Yes
57986,M,30,Doctor,No
57987,M,7,Doctor,No
57988,F,0,Home Maker,Yes
57989,F,7,Doctor,Yes
57990,F,27,Business,No
57991,M,12,Teaching,No
57992,M,51,Doctor,No
57993,F,49,Business,Yes
57994,F,8,Doctor,Yes
57995,M,5,Doctor,No
57996,M,66,Service,No
57997,M,80,Business,Yes
57998,F,17,Teaching,No
57999,M,15,Teaching,Yes
58000,F,6,Service,Yes
58001,M,16,Business,Yes
58002,F,21,Teaching,Yes
58003,F,1,Business,No
58004,F,62,Home Maker,No
58005,M,44,Teaching,No
58006,M,53,Service,No
58007,F,20,Business,No
58008,F,16,Service,Yes
58009,M,19,Doctor,No
58010,F,2,Teaching,No
58011,F,5,Teaching,No
58012,F,16,Home Maker,No
58013,F,46,Home Maker,Yes
58014,F,58,Teaching,Yes
58015,F,72,Home Maker,Yes
58016,M,5,Home Maker,No
58017,F,69,Business,Yes
58018,F,15,Home Maker,Yes
58019,M,31,Teaching,Yes
58020,F,11,Home Maker,No
58021,F,56,Service,Yes
58022,M,4,Home Maker,No
58023,F,4,Business,No
58024,M,18,Service,Yes
58025,F,12,Business,No
58026,M,14,Business,Yes
58027,F,18,Service,Yes
58028,F,42,Doctor,Yes
58029,F,26,Business,No
58030,F,20,Teaching,No
58031,F,14,Teaching,Yes
58032,M,4,Home Maker,No
58033,F,65,Service,Yes
58034,M,31,Service,No
58035,M,28,Service,No
58036,M,29,Service,Yes
58037,M,79,Teaching,Yes
58038,M,41,Teaching,No
58039,M,7,Doctor,No
58040,F,34,Teaching,Yes
58041,F,56,Business,Yes
58042,F,55,Business,Yes
58043,M,62,Business,Yes
58044,M,31,Teaching,No
58045,M,14,Doctor,Yes
58046,F,51,Doctor,No
58047,F,69,Service,No
58048,M,14,Service,Yes
58049,F,31,Service,No
58050,F,65,Home Maker,Yes
58051,F,65,Business,Yes
58052,F,13,Home Maker,Yes
58053,M,26,Business,No
58054,M,32,Home Maker,No
58055,M,59,Teaching,Yes
58056,M,1,Teaching,No
58057,M,78,Business,Yes
58058,F,59,Service,No
58059,M,47,Teaching,Yes
58060,F,73,Service,No
58061,M,29,Business,No
58062,M,11,Teaching,No
58063,F,78,Teaching,No
58064,F,20,Business,No
58065,M,52,Doctor,Yes
58066,F,60,Doctor,Yes
58067,F,38,Doctor,Yes
58068,M,63,Home Maker,Yes
58069,F,71,Teaching,No
58070,M,66,Home Maker,Yes
58071,F,24,Business,No
58072,M,67,Business,No
58073,M,27,Doctor,No
58074,M,14,Home Maker,No
58075,F,28,Teaching,Yes
58076,F,42,Teaching,No
58077,M,41,Doctor,Yes
58078,F,61,Home Maker,Yes
58079,F,30,Doctor,Yes
58080,F,1,Home Maker,No
58081,F,31,Business,Yes
58082,F,66,Teaching,Yes
58083,F,82,Doctor,No
58084,M,52,Doctor,No
58085,F,31,Doctor,No
58086,M,24,Home Maker,Yes
58087,F,28,Teaching,Yes
58088,M,38,Teaching,No
58089,F,44,Business,Yes
58090,M,50,Teaching,No
58091,M,19,Service,No
58092,M,21,Service,Yes
58093,F,70,Business,No
58094,F,68,Business,No
58095,M,26,Business,No
58096,M,8,Service,Yes
58097,M,24,Doctor,Yes
58098,M,80,Business,Yes
58099,M,77,Home Maker,Yes
58100,M,60,Service,Yes
58101,F,29,Business,Yes
58102,F,53,Teaching,No
58103,F,60,Service,Yes
58104,M,1,Business,No
58105,F,0,Teaching,No
58106,F,55,Doctor,No
58107,F,71,Service,Yes
58108,F,41,Service,Yes
58109,F,19,Service,Yes
58110,M,68,Teaching,No
58111,F,74,Teaching,No
58112,F,31,Teaching,No
58113,F,58,Business,No
58114,M,50,Doctor,Yes
58115,F,46,Doctor,Yes
58116,F,49,Doctor,No
58117,M,16,Doctor,No
58118,M,26,Teaching,Yes
58119,F,48,Doctor,No
58120,F,66,Service,No
58121,M,59,Service,Yes
58122,F,68,Doctor,No
58123,M,34,Service,Yes
58124,M,62,Doctor,Yes
58125,F,79,Doctor,No
58126,F,21,Teaching,No
58127,M,67,Teaching,No
58128,F,54,Teaching,Yes
58129,M,2,Service,No
58130,F,15,Business,Yes
58131,M,19,Teaching,Yes
58132,F,73,Business,No
58133,M,54,Home Maker,Yes
58134,F,17,Teaching,Yes
58135,M,27,Home Maker,No
58136,M,19,Business,Yes
58137,M,0,Doctor,No
58138,M,67,Home Maker,Yes
58139,M,60,Service,No
58140,M,33,Doctor,No
58141,M,20,Teaching,Yes
58142,M,16,Teaching,Yes
58143,F,3,Business,Yes
58144,M,9,Service,No
58145,F,42,Business,Yes
58146,M,47,Service,Yes
58147,F,81,Teaching,No
58148,F,58,Service,Yes
58149,F,75,Doctor,Yes
58150,M,40,Doctor,Yes
58151,F,3,Business,No
58152,M,16,Doctor,Yes
58153,M,70,Doctor,Yes
58154,F,26,Business,No
58155,F,58,Service,No
58156,M,83,Business,No
58157,F,14,Doctor,Yes
58158,F,82,Doctor,No
58159,M,65,Home Maker,Yes
58160,M,32,Doctor,No
58161,M,36,Doctor,No
58162,F,32,Home Maker,Yes
58163,F,78,Home Maker,Yes
58164,F,26,Teaching,No
58165,M,42,Doctor,Yes
58166,F,9,Teaching,No
58167,F,7,Teaching,Yes
58168,F,10,Teaching,No
58169,F,14,Teaching,No
58170,M,34,Home Maker,No
58171,F,9,Home Maker,Yes
58172,M,76,Teaching,No
58173,F,39,Doctor,Yes
58174,F,71,Business,Yes
58175,F,19,Doctor,Yes
58176,F,33,Business,Yes
58177,F,55,Teaching,Yes
58178,M,62,Home Maker,No
58179,F,52,Business,No
58180,M,2,Home Maker,No
58181,F,49,Business,Yes
58182,F,79,Home Maker,Yes
58183,F,38,Home Maker,No
58184,M,40,Service,No
58185,F,44,Doctor,No
58186,F,60,Business,Yes
58187,F,47,Business,Yes
58188,F,23,Teaching,Yes
58189,M,56,Service,No
58190,F,66,Business,No
58191,F,43,Service,Yes
58192,F,78,Service,No
58193,F,31,Teaching,No
58194,F,32,Service,No
58195,M,53,Service,Yes
58196,F,53,Teaching,No
58197,M,65,Service,No
58198,M,7,Teaching,Yes
58199,M,64,Doctor,No
58200,M,61,Doctor,No
58201,M,34,Teaching,No
58202,M,81,Doctor,No
58203,F,76,Business,Yes
58204,F,27,Home Maker,Yes
58205,M,18,Doctor,No
58206,F,83,Service,Yes
58207,M,22,Doctor,Yes
58208,F,23,Teaching,Yes
58209,M,55,Home Maker,No
58210,F,1,Home Maker,Yes
58211,M,71,Teaching,Yes
58212,M,55,Service,Yes
58213,M,41,Business,Yes
58214,M,56,Business,No
58215,M,22,Doctor,Yes
58216,F,55,Service,Yes
58217,M,16,Doctor,No
58218,F,52,Teaching,No
58219,F,81,Home Maker,No
58220,M,4,Doctor,Yes
58221,F,50,Service,No
58222,F,63,Home Maker,No
58223,F,62,Business,Yes
58224,F,50,Teaching,Yes
58225,M,63,Doctor,Yes
58226,F,5,Service,Yes
58227,M,43,Teaching,Yes
58228,M,76,Business,Yes
58229,M,41,Teaching,Yes
58230,M,17,Service,No
58231,F,34,Home Maker,No
58232,M,26,Home Maker,Yes
58233,F,49,Teaching,Yes
58234,M,13,Teaching,Yes
58235,F,56,Business,No
58236,F,33,Business,No
58237,M,1,Teaching,No
58238,F,27,Teaching,Yes
58239,F,10,Business,No
58240,M,70,Business,Yes
58241,M,17,Teaching,Yes
58242,M,61,Teaching,Yes
58243,M,31,Doctor,No
58244,F,48,Teaching,Yes
58245,M,39,Teaching,Yes
58246,M,37,Doctor,No
58247,M,25,Home Maker,No
58248,M,59,Business,No
58249,F,6,Teaching,Yes
58250,F,46,Business,No
58251,M,39,Service,Yes
58252,M,18,Doctor,No
58253,M,39,Teaching,Yes
58254,M,50,Doctor,No
58255,M,57,Home Maker,Yes
58256,F,47,Service,No
58257,F,38,Doctor,No
58258,M,6,Service,No
58259,F,32,Service,No
58260,M,15,Business,No
58261,F,49,Business,Yes
58262,M,15,Home Maker,No
58263,M,9,Home Maker,No
58264,F,50,Teaching,No
58265,M,10,Business,Yes
58266,M,26,Teaching,Yes
58267,M,62,Service,No
58268,M,10,Home Maker,Yes
58269,F,75,Doctor,No
58270,F,1,Business,Yes
58271,M,59,Business,No
58272,F,28,Teaching,Yes
58273,F,42,Business,Yes
58274,F,67,Home Maker,Yes
58275,F,47,Business,Yes
58276,M,1,Doctor,No
58277,M,68,Home Maker,Yes
58278,F,58,Home Maker,No
58279,F,57,Service,No
58280,M,72,Business,Yes
58281,M,63,Service,No
58282,F,43,Business,No
58283,F,21,Teaching,Yes
58284,M,71,Doctor,Yes
58285,F,53,Business,Yes
58286,F,57,Home Maker,Yes
58287,M,37,Teaching,Yes
58288,M,20,Home Maker,Yes
58289,F,6,Teaching,Yes
58290,F,9,Service,Yes
58291,M,22,Teaching,Yes
58292,F,37,Doctor,No
58293,M,15,Business,No
58294,F,54,Home Maker,Yes
58295,F,60,Doctor,No
58296,M,32,Business,No
58297,M,52,Business,Yes
58298,M,12,Business,Yes
58299,M,82,Business,Yes
58300,F,23,Home Maker,No
58301,F,9,Teaching,Yes
58302,F,58,Doctor,Yes
58303,F,79,Doctor,Yes
58304,F,5,Business,Yes
58305,M,81,Teaching,Yes
58306,F,37,Business,Yes
58307,F,1,Teaching,Yes
58308,M,14,Doctor,Yes
58309,F,65,Doctor,No
58310,F,32,Service,Yes
58311,F,2,Service,No
58312,F,31,Doctor,No
58313,F,76,Doctor,No
58314,F,13,Business,Yes
58315,F,8,Service,Yes
58316,F,76,Business,No
58317,M,34,Service,No
58318,M,29,Doctor,No
58319,F,61,Teaching,Yes
58320,F,81,Business,No
58321,M,69,Business,Yes
58322,M,53,Business,Yes
58323,F,70,Business,No
58324,F,5,Doctor,No
58325,F,8,Doctor,Yes
58326,F,42,Doctor,Yes
58327,F,9,Home Maker,No
58328,M,36,Doctor,No
58329,F,62,Home Maker,No
58330,M,70,Teaching,Yes
58331,F,34,Service,No
58332,M,45,Teaching,No
58333,M,15,Business,No
58334,F,38,Business,Yes
58335,F,83,Business,No
58336,F,54,Home Maker,No
58337,F,54,Doctor,Yes
58338,M,59,Doctor,No
58339,M,1,Teaching,Yes
58340,M,69,Teaching,No
58341,M,5,Doctor,Yes
58342,M,32,Home Maker,Yes
58343,F,12,Service,No
58344,F,60,Doctor,No
58345,M,58,Service,No
58346,F,41,Service,No
58347,F,5,Teaching,No
58348,F,59,Business,Yes
58349,M,81,Service,No
58350,M,54,Home Maker,No
58351,M,43,Business,Yes
58352,M,74,Business,No
58353,F,57,Business,No
58354,F,29,Doctor,Yes
58355,M,27,Business,Yes
58356,F,4,Business,Yes
58357,M,4,Business,No
58358,F,83,Business,No
58359,F,12,Service,Yes
58360,M,43,Doctor,Yes
58361,F,42,Home Maker,Yes
58362,F,51,Service,Yes
58363,M,58,Teaching,Yes
58364,M,10,Home Maker,No
58365,M,36,Home Maker,Yes
58366,F,53,Doctor,Yes
58367,M,33,Doctor,Yes
58368,F,35,Service,Yes
58369,F,45,Business,Yes
58370,F,1,Business,Yes
58371,M,48,Service,No
58372,M,12,Doctor,No
58373,F,22,Business,No
58374,F,49,Service,Yes
58375,M,69,Service,No
58376,M,34,Doctor,No
58377,M,13,Home Maker,No
58378,F,60,Business,Yes
58379,M,76,Doctor,No
58380,F,53,Business,No
58381,F,83,Home Maker,Yes
58382,F,4,Home Maker,No
58383,M,5,Doctor,No
58384,F,13,Doctor,No
58385,F,51,Home Maker,Yes
58386,F,20,Service,Yes
58387,M,8,Home Maker,Yes
58388,M,41,Doctor,No
58389,M,63,Teaching,Yes
58390,M,36,Service,Yes
58391,F,59,Service,Yes
58392,M,9,Service,Yes
58393,M,46,Service,Yes
58394,F,41,Doctor,No
58395,F,0,Teaching,No
58396,M,55,Home Maker,Yes
58397,M,2,Service,No
58398,M,49,Service,No
58399,F,12,Home Maker,Yes
58400,F,46,Doctor,No
58401,M,61,Teaching,No
58402,M,77,Home Maker,No
58403,M,80,Home Maker,No
58404,F,18,Doctor,Yes
58405,M,60,Home Maker,No
58406,M,40,Service,No
58407,M,24,Business,Yes
58408,F,69,Service,No
58409,M,31,Teaching,Yes
58410,F,36,Service,No
58411,F,19,Teaching,Yes
58412,M,50,Home Maker,No
58413,M,37,Business,No
58414,M,10,Service,No
58415,M,62,Business,Yes
58416,F,80,Teaching,No
58417,F,70,Service,Yes
58418,F,40,Service,No
58419,M,56,Service,No
58420,F,12,Home Maker,No
58421,M,14,Doctor,No
58422,F,61,Teaching,No
58423,M,83,Home Maker,No
58424,M,15,Home Maker,Yes
58425,M,55,Home Maker,Yes
58426,M,36,Home Maker,No
58427,M,36,Business,Yes
58428,F,37,Doctor,No
58429,M,77,Doctor,No
58430,M,41,Business,Yes
58431,M,61,Doctor,Yes
58432,F,53,Teaching,Yes
58433,F,54,Teaching,No
58434,F,35,Service,Yes
58435,F,46,Service,Yes
58436,M,42,Business,Yes
58437,M,36,Home Maker,Yes
58438,M,71,Home Maker,No
58439,F,46,Home Maker,Yes
58440,M,24,Business,No
58441,F,13,Teaching,Yes
58442,F,80,Service,Yes
58443,F,9,Teaching,Yes
58444,F,54,Service,Yes
58445,F,33,Business,Yes
58446,M,66,Service,Yes
58447,M,22,Teaching,Yes
58448,M,7,Teaching,No
58449,M,67,Service,No
58450,F,19,Doctor,Yes
58451,F,72,Business,Yes
58452,F,33,Business,No
58453,F,14,Service,Yes
58454,F,53,Home Maker,No
58455,F,23,Teaching,No
58456,F,81,Home Maker,No
58457,M,35,Service,Yes
58458,F,4,Doctor,No
58459,F,10,Business,Yes
58460,F,82,Doctor,No
58461,F,37,Home Maker,Yes
58462,M,7,Service,No
58463,F,0,Teaching,Yes
58464,M,63,Doctor,No
58465,F,34,Teaching,No
58466,F,71,Doctor,No
58467,F,45,Business,Yes
58468,F,32,Service,Yes
58469,F,58,Home Maker,Yes
58470,F,68,Business,No
58471,F,42,Teaching,Yes
58472,M,72,Business,Yes
58473,M,45,Doctor,Yes
58474,M,21,Home Maker,Yes
58475,F,52,Service,No
58476,M,2,Business,No
58477,M,30,Teaching,No
58478,M,60,Teaching,No
58479,M,62,Home Maker,Yes
58480,M,14,Teaching,No
58481,F,68,Teaching,Yes
58482,M,28,Service,No
58483,F,80,Service,Yes
58484,M,24,Business,No
58485,M,30,Home Maker,Yes
58486,F,36,Service,Yes
58487,F,16,Business,No
58488,F,12,Doctor,No
58489,F,30,Service,Yes
58490,F,63,Teaching,No
58491,F,11,Service,No
58492,M,43,Home Maker,Yes
58493,F,53,Business,No
58494,M,29,Service,Yes
58495,M,51,Doctor,No
58496,M,7,Doctor,No
58497,F,41,Home Maker,Yes
58498,F,47,Teaching,Yes
58499,M,34,Business,Yes
58500,M,26,Doctor,Yes
58501,M,40,Home Maker,No
58502,F,57,Service,No
58503,F,19,Home Maker,No
58504,M,73,Service,No
58505,F,9,Doctor,No
58506,M,42,Teaching,Yes
58507,F,60,Business,No
58508,M,2,Home Maker,Yes
58509,F,32,Doctor,No
58510,M,55,Teaching,No
58511,M,53,Doctor,Yes
58512,M,8,Service,No
58513,F,62,Teaching,Yes
58514,M,50,Doctor,Yes
58515,M,20,Business,No
58516,M,5,Business,No
58517,F,56,Service,No
58518,F,16,Teaching,No
58519,F,63,Service,No
58520,F,78,Business,No
58521,F,17,Business,No
58522,F,69,Doctor,Yes
58523,F,27,Doctor,No
58524,F,39,Teaching,Yes
58525,M,73,Doctor,No
58526,M,73,Doctor,No
58527,F,62,Doctor,No
58528,F,11,Business,No
58529,M,45,Service,No
58530,M,43,Business,Yes
58531,F,32,Doctor,Yes
58532,M,81,Business,No
58533,F,36,Home Maker,No
58534,F,40,Doctor,Yes
58535,M,68,Doctor,No
58536,M,78,Home Maker,Yes
58537,M,2,Business,Yes
58538,F,44,Home Maker,Yes
58539,M,62,Service,Yes
58540,M,24,Teaching,Yes
58541,M,72,Service,No
58542,F,16,Business,No
58543,F,32,Business,No
58544,F,11,Doctor,No
58545,M,40,Home Maker,Yes
58546,M,38,Business,Yes
58547,M,34,Teaching,No
58548,M,17,Doctor,No
58549,F,66,Teaching,No
58550,F,70,Business,No
58551,M,1,Teaching,No
58552,F,5,Service,Yes
58553,M,4,Business,No
58554,M,48,Service,Yes
58555,F,75,Service,No
58556,F,17,Service,No
58557,M,74,Home Maker,Yes
58558,M,52,Teaching,Yes
58559,F,63,Home Maker,No
58560,M,53,Service,No
58561,F,46,Teaching,Yes
58562,M,80,Home Maker,Yes
58563,F,81,Service,No
58564,M,52,Teaching,Yes
58565,M,11,Business,Yes
58566,M,78,Home Maker,Yes
58567,M,66,Doctor,Yes
58568,M,35,Teaching,No
58569,F,45,Teaching,Yes
58570,F,70,Teaching,No
58571,M,12,Doctor,Yes
58572,F,72,Teaching,Yes
58573,F,38,Teaching,No
58574,F,69,Teaching,Yes
58575,M,18,Business,Yes
58576,F,79,Service,Yes
58577,F,60,Teaching,No
58578,F,58,Business,No
58579,F,50,Teaching,No
58580,M,78,Business,Yes
58581,F,30,Home Maker,No
58582,M,62,Doctor,No
58583,M,12,Teaching,Yes
58584,M,63,Business,No
58585,F,6,Home Maker,No
58586,F,32,Doctor,Yes
58587,F,50,Service,No
58588,F,9,Service,Yes
58589,F,53,Doctor,No
58590,F,68,Service,No
58591,M,2,Business,No
58592,M,1,Home Maker,Yes
58593,M,51,Teaching,Yes
58594,F,44,Home Maker,No
58595,M,17,Home Maker,Yes
58596,M,16,Business,Yes
58597,F,9,Home Maker,Yes
58598,F,76,Doctor,No
58599,F,28,Home Maker,Yes
58600,F,64,Doctor,Yes
58601,M,60,Business,Yes
58602,M,59,Teaching,Yes
58603,M,40,Teaching,Yes
58604,M,53,Service,Yes
58605,M,13,Service,No
58606,F,53,Doctor,No
58607,F,52,Business,No
58608,M,60,Service,No
58609,M,16,Doctor,No
58610,F,44,Business,Yes
58611,M,14,Home Maker,Yes
58612,F,3,Home Maker,No
58613,F,9,Doctor,No
58614,F,56,Business,Yes
58615,F,17,Doctor,Yes
58616,M,4,Service,Yes
58617,M,60,Service,Yes
58618,M,83,Home Maker,No
58619,M,18,Doctor,No
58620,M,64,Home Maker,No
58621,F,1,Service,No
58622,F,45,Teaching,No
58623,F,48,Home Maker,Yes
58624,F,11,Teaching,No
58625,F,7,Doctor,No
58626,F,9,Doctor,Yes
58627,F,18,Home Maker,Yes
58628,F,6,Home Maker,No
58629,F,76,Home Maker,No
58630,F,68,Business,No
58631,M,14,Home Maker,No
58632,M,70,Doctor,Yes
58633,F,51,Home Maker,No
58634,M,52,Teaching,No
58635,M,27,Teaching,Yes
58636,F,2,Service,No
58637,F,75,Home Maker,No
58638,F,17,Business,Yes
58639,F,25,Home Maker,Yes
58640,M,7,Business,No
58641,F,56,Doctor,Yes
58642,M,15,Service,No
58643,M,80,Service,No
58644,M,25,Business,Yes
58645,F,65,Home Maker,No
58646,F,35,Business,Yes
58647,F,62,Doctor,Yes
58648,M,9,Business,No
58649,M,69,Home Maker,Yes
58650,M,30,Business,No
58651,F,21,Service,Yes
58652,F,7,Service,No
58653,M,50,Service,Yes
58654,M,71,Home Maker,No
58655,M,6,Home Maker,Yes
58656,M,58,Business,No
58657,M,7,Teaching,Yes
58658,M,77,Doctor,No
58659,F,38,Teaching,No
58660,F,72,Business,No
58661,F,80,Business,Yes
58662,M,21,Doctor,Yes
58663,F,60,Business,No
58664,F,61,Business,No
58665,M,52,Home Maker,No
58666,M,59,Teaching,Yes
58667,F,23,Doctor,No
58668,F,18,Service,Yes
58669,F,26,Doctor,Yes
58670,M,51,Teaching,No
58671,F,19,Service,Yes
58672,M,78,Doctor,No
58673,F,80,Business,Yes
58674,M,14,Business,Yes
58675,M,47,Doctor,No
58676,M,15,Service,No
58677,F,18,Home Maker,No
58678,F,36,Business,Yes
58679,F,20,Doctor,Yes
58680,F,25,Doctor,Yes
58681,F,68,Service,Yes
58682,M,74,Service,Yes
58683,M,5,Service,No
58684,M,25,Business,No
58685,F,12,Business,No
58686,M,46,Teaching,No
58687,F,78,Home Maker,No
58688,M,1,Service,No
58689,F,74,Business,No
58690,M,27,Home Maker,Yes
58691,F,52,Teaching,No
58692,M,37,Business,No
58693,M,34,Business,Yes
58694,M,35,Teaching,Yes
58695,F,39,Doctor,No
58696,M,35,Service,Yes
58697,F,4,Service,Yes
58698,M,57,Service,Yes
58699,F,58,Doctor,No
58700,M,70,Doctor,Yes
58701,F,30,Doctor,Yes
58702,M,0,Business,Yes
58703,F,81,Home Maker,Yes
58704,M,6,Home Maker,No
58705,F,22,Service,No
58706,F,19,Service,No
58707,M,12,Service,No
58708,F,50,Home Maker,Yes
58709,F,67,Service,Yes
58710,F,34,Business,Yes
58711,M,40,Doctor,No
58712,M,55,Home Maker,No
58713,M,76,Teaching,Yes
58714,M,20,Doctor,No
58715,M,72,Business,Yes
58716,F,46,Teaching,No
58717,F,54,Business,Yes
58718,F,3,Home Maker,No
58719,M,8,Teaching,Yes
58720,M,66,Service,Yes
58721,F,37,Home Maker,Yes
58722,M,44,Service,No
58723,M,49,Teaching,Yes
58724,M,25,Business,Yes
58725,M,75,Home Maker,Yes
58726,M,30,Doctor,Yes
58727,F,29,Home Maker,No
58728,F,59,Home Maker,No
58729,M,29,Business,Yes
58730,F,25,Home Maker,No
58731,F,81,Business,No
58732,F,20,Home Maker,No
58733,M,65,Business,Yes
58734,F,11,Teaching,Yes
58735,F,59,Doctor,No
58736,M,48,Service,Yes
58737,F,39,Business,Yes
58738,F,72,Business,Yes
58739,F,13,Teaching,No
58740,F,40,Home Maker,No
58741,M,40,Service,Yes
58742,M,66,Teaching,Yes
58743,M,22,Teaching,No
58744,F,28,Business,No
58745,F,25,Service,Yes
58746,M,70,Teaching,No
58747,M,0,Service,Yes
58748,F,48,Teaching,Yes
58749,M,44,Teaching,Yes
58750,M,13,Business,Yes
58751,M,71,Service,Yes
58752,F,42,Doctor,Yes
58753,F,41,Teaching,Yes
58754,F,3,Business,No
58755,F,70,Doctor,Yes
58756,F,52,Teaching,Yes
58757,M,57,Home Maker,No
58758,M,45,Teaching,Yes
58759,M,76,Home Maker,No
58760,F,36,Service,No
58761,F,40,Business,Yes
58762,M,11,Home Maker,Yes
58763,F,32,Home Maker,No
58764,F,61,Service,No
58765,F,49,Business,No
58766,F,26,Doctor,Yes
58767,M,47,Service,No
58768,F,54,Teaching,Yes
58769,M,60,Business,Yes
58770,F,33,Service,No
58771,M,72,Home Maker,No
58772,F,66,Service,Yes
58773,F,76,Business,No
58774,F,12,Doctor,Yes
58775,F,18,Doctor,No
58776,M,61,Teaching,Yes
58777,F,58,Doctor,No
58778,F,82,Teaching,Yes
58779,F,49,Business,Yes
58780,F,61,Home Maker,No
58781,M,34,Home Maker,Yes
58782,M,37,Teaching,Yes
58783,M,7,Service,No
58784,M,46,Home Maker,No
